,Value
2021-08-12 02:58:00,64.24
2021-08-12 02:58:00,64.01
2021-08-17 01:12:00,63.93
2021-08-17 01:12:00,64.3
2021-08-27 05:14:00,66.56
2021-08-27 05:14:00,66.14
2021-09-03 05:00:00,68.32
2021-09-03 05:00:00,68.38
2021-09-10 05:11:00,65.74
2021-09-10 05:11:00,65.5
2021-09-17 04:18:00,68.95
2021-09-17 04:18:00,68.89
2021-09-20 00:30:00,67.9
2021-09-20 00:30:00,67.83
2021-10-05 00:32:00,69.37
2021-10-05 00:32:00,68.91
2021-10-15 03:56:00,71.11
2021-10-15 03:56:00,70.69
2021-10-22 05:10:00,71.95
2021-10-22 05:10:00,71.35
2021-10-29 00:59:00,66.28
2021-10-29 00:59:00,66.46
2021-11-04 00:17:00,65.05
2021-11-04 00:17:00,64.66
2021-11-10 23:49:00,62.38
2021-11-10 23:49:00,62.31
2021-11-16 00:35:00,60.44
2021-11-16 00:35:00,60.28
2021-11-25 03:40:00,61.98
2021-11-25 03:40:00,61.88
2021-12-22 00:56:00,51.49
2021-12-22 00:56:00,51.55
