,Value
2021-03-15 23:39:00,55.41
2021-03-16 00:48:00,56.29
2021-03-16 00:48:00,56.08
2021-03-25 21:38:00,55.3
2021-03-25 21:38:00,55.75
2021-03-26 02:55:00,54.43
2021-03-26 02:55:00,53.75
2021-04-12 23:40:00,58.08
2021-04-12 23:40:00,57.86
2021-04-13 00:47:00,60.39
2021-04-13 00:47:00,58.87
2021-04-21 03:35:00,52.88
2021-04-21 03:35:00,52.39
2021-04-21 04:46:00,52.83
2021-04-21 04:46:00,52.55
2021-04-27 19:37:00,66.25
2021-04-27 19:37:00,66.02
2021-04-27 22:56:00,65.93
2021-04-27 22:56:00,65.73
2021-05-04 21:35:00,55.93
2021-05-04 21:35:00,56.53
2021-05-04 23:27:00,56.81
2021-05-04 23:27:00,56.14
2021-05-14 21:35:00,61.72
2021-05-14 21:35:00,60.42
2021-05-14 22:30:00,60.21
2021-05-14 22:30:00,60.91
2021-05-20 19:56:00,57.05
2021-05-20 19:56:00,56.71
2021-05-21 01:13:00,56.91
2021-05-21 01:13:00,56.86
2021-05-25 20:07:00,59.2
2021-05-25 20:07:00,59.29
2021-05-25 21:34:00,59.57
2021-05-25 21:34:00,59.64
2021-06-02 22:35:00,57.75
2021-06-02 22:35:00,57.88
2021-06-02 23:15:00,58.45
2021-06-02 23:15:00,58.65
2021-06-15 20:10:00,58.2
2021-06-15 20:10:00,59.67
2021-06-15 21:04:00,57.94
2021-06-15 21:04:00,57.89
2021-06-29 19:55:00,61.24
2021-06-29 19:55:00,61.12
2021-06-29 22:01:00,61.89
2021-06-29 22:01:00,61.41
2021-07-12 21:21:00,58.69
2021-07-12 21:21:00,58.51
2021-07-12 23:02:00,58.73
2021-07-12 23:02:00,59.0
2021-07-19 21:14:00,60.87
2021-07-19 21:14:00,61.01
2021-07-19 23:59:00,59.75
2021-07-19 23:59:00,59.81
2021-07-26 21:30:00,59.32
2021-07-26 21:30:00,58.97
2021-07-27 00:35:00,58.91
2021-07-27 00:35:00,58.88
2021-08-03 20:56:00,62.79
2021-08-03 20:56:00,62.14
2021-08-03 21:12:00,62.74
2021-08-03 21:12:00,63.43
2021-08-09 21:45:00,62.17
2021-08-09 21:45:00,62.71
2021-08-09 22:52:00,61.94
2021-08-09 22:52:00,61.95
2021-08-17 21:35:00,60.38
2021-08-17 21:35:00,60.4
2021-08-18 01:01:00,60.08
2021-08-18 01:01:00,60.21
2021-08-24 21:38:00,61.39
2021-08-24 21:38:00,61.37
2021-08-24 22:05:00,61.08
2021-08-24 22:05:00,61.0
2021-09-02 22:10:00,62.37
2021-09-02 22:10:00,62.13
2021-09-02 23:53:00,63.44
2021-09-02 23:53:00,63.85
2021-09-08 22:35:00,62.66
2021-09-08 22:35:00,61.71
2021-09-09 01:25:00,62.02
2021-09-09 01:25:00,61.65
2021-09-13 21:35:00,72.96
2021-09-13 21:35:00,73.01
2021-09-22 20:55:00,67.04
2021-09-22 20:55:00,67.76
2021-09-30 21:30:00,69.19
2021-09-30 21:30:00,68.95
2021-10-06 20:20:00,67.52
2021-10-06 20:20:00,67.38
2021-10-14 20:13:00,77.66
2021-10-14 20:13:00,77.52
2021-10-19 22:45:00,70.37
2021-10-19 22:45:00,70.56
2021-10-26 21:19:00,67.94
2021-10-26 21:19:00,67.82
2021-11-02 22:35:00,69.19
2021-11-02 22:35:00,69.3
2021-11-09 21:35:00,68.67
2021-11-09 21:35:00,68.73
2021-11-16 22:25:00,66.16
2021-11-16 22:25:00,65.63
2021-11-23 23:14:00,62.26
2021-11-23 23:14:00,62.0
2021-11-29 22:10:00,61.59
2021-11-29 22:10:00,61.6
2021-12-07 21:30:00,63.09
2021-12-07 21:30:00,65.32
2021-12-14 22:28:00,64.77
2021-12-14 22:28:00,64.08
2021-12-21 22:48:00,54.12
2021-12-21 22:48:00,54.86
2021-12-29 21:05:00,58.41
2021-12-29 21:05:00,57.67
