,Daily mean ozone
2007-01-31,33.038870967741936
2007-02-28,39.182111111111105
2007-03-31,49.3918064516129
2007-04-30,50.92165517241379
2007-05-31,53.12529032258066
2007-06-30,48.46173333333333
2007-07-31,41.048967741935485
2007-08-31,50.33467741935485
2007-09-30,44.986099999999986
2007-10-31,36.89022580645161
2007-11-30,36.27920000000001
2007-12-31,34.46367741935484
2008-01-31,36.38961290322581
2008-02-29,39.39493103448277
2008-03-31,47.31803225806451
2008-04-30,47.81076666666667
2008-05-31,52.19793548387097
2008-06-30,48.367333333333335
2008-07-31,45.302419354838705
2008-08-31,43.59816129032258
2008-09-30,33.436
2008-10-31,36.77416129032259
2008-11-30,37.52645833333333
2008-12-31,31.784354838709675
2009-01-31,33.521903225806454
2009-02-28,41.154321428571436
2009-03-31,43.29151612903226
2009-04-30,50.24030000000001
2009-05-31,39.310096774193546
2009-06-30,42.83633333333334
2009-07-31,38.995032258064526
2009-08-31,33.98751612903226
2009-09-30,32.8528
2009-10-31,32.19270967741936
2009-11-30,38.470866666666666
2009-12-31,35.0301935483871
2010-01-31,35.7653870967742
2010-02-28,39.46585714285714
2010-03-31,44.47048387096774
2010-04-30,55.268799999999985
2010-05-31,41.189483870967734
2010-06-30,42.44803333333334
2010-07-31,43.116699999999994
2010-08-31,39.44956666666666
2010-09-30,45.8813
2010-10-31,46.00106451612903
2010-11-30,39.94023333333333
2010-12-31,35.85175862068966
2011-01-31,39.165448275862076
2011-02-28,42.30439285714285
2011-03-31,42.167129032258075
2011-04-30,47.14213333333335
2011-05-31,41.78454838709677
2011-06-30,46.61033333333335
2011-07-31,39.63045161290323
2011-08-31,44.722322580645155
2011-09-30,34.503392857142856
2011-10-31,38.593
2011-11-30,36.11259999999999
2011-12-31,33.47387096774194
2012-01-31,33.73696774193549
2012-02-29,38.39710344827586
2012-03-31,43.9243870967742
2012-04-30,47.51703333333333
2012-05-31,44.075290322580635
2012-06-30,46.77643333333334
2012-07-31,42.25419354838709
2012-08-31,39.05799999999999
2012-09-30,36.09496666666667
2012-10-31,35.545645161290324
2012-11-30,39.07720000000002
2012-12-31,35.652290322580654
2013-01-31,33.80848387096775
2013-02-28,42.192785714285705
2013-03-31,44.26329032258065
2013-04-30,48.88189999999998
2013-05-31,43.75716129032257
2013-06-30,38.27796666666666
2013-07-31,30.832451612903217
2013-08-31,32.90793548387097
2013-09-30,36.25059999999999
2013-10-31,36.04286666666667
2013-11-30,34.73940000000001
2013-12-31,33.79787096774194
2014-01-31,37.290600000000005
2014-02-28,38.2559642857143
2014-03-31,43.78409677419354
2014-04-30,50.002266666666664
2014-05-31,45.56262068965516
2014-06-30,36.90829999999999
2014-07-31,35.8533870967742
2014-08-31,36.89203225806451
2014-09-30,28.650214285714288
2014-10-31,36.59122580645161
2014-11-30,35.842533333333336
2014-12-31,31.955064516129042
2015-01-31,35.81082608695652
2015-02-28,39.68664285714285
2015-03-31,43.7323870967742
2015-04-30,46.93326666666667
2015-05-31,43.56880645161291
2015-06-30,37.38786666666667
2015-07-31,34.94758064516128
2015-08-31,37.244
2015-09-30,35.45816666666667
2015-10-31,35.80890322580645
2015-11-30,37.0898
2015-12-31,35.98490322580645
2016-01-31,39.371161290322576
2016-02-29,39.575310344827585
2016-03-31,45.07583870967741
2016-04-30,50.42136666666666
2016-05-31,44.32877419354837
2016-06-30,45.433083333333315
2016-07-31,35.72535483870967
2016-08-31,29.653806451612905
2016-09-30,35.84273333333333
2016-10-31,39.28663333333334
2016-11-30,41.85917241379311
2016-12-31,32.43837500000001
2017-01-31,34.490903225806456
2017-02-28,43.17135714285713
2017-03-31,45.00735483870968
2017-04-30,44.87675
2017-05-31,45.848033333333326
2017-06-30,37.68976923076924
2017-07-31,36.71272727272727
2017-08-31,31.78387500000001
2017-09-30,34.5394
2017-10-31,34.6495
2017-11-30,32.77417241379311
2017-12-31,33.800548387096775
2018-01-31,36.05457142857142
2018-02-28,32.98918181818182
2018-03-31,44.50696774193548
2018-04-30,48.90496666666666
2018-05-31,41.931870967741936
2018-06-30,39.980466666666665
2018-07-31,36.695193548387095
2018-08-31,30.478666666666673
2018-09-30,26.63263333333333
2018-10-31,32.813967741935485
2018-11-30,33.11423333333333
2018-12-31,34.75287096774194
2019-01-31,34.215161290322584
2019-02-28,37.18874999999999
2019-03-31,44.91235483870967
2019-04-30,47.5186
2019-05-31,42.68993548387097
2019-06-30,41.23420000000001
2019-07-31,33.2163870967742
2019-08-31,34.949290322580644
2019-09-30,39.789200000000015
2019-10-31,35.556903225806444
2019-11-30,36.00226666666667
2019-12-31,36.65877419354838
2020-01-31,36.69577419354839
2020-02-29,38.23113793103448
2020-03-31,39.57516129032258
2020-04-30,45.06243333333334
2020-05-31,39.68967741935485
2020-06-30,37.62063333333334
